,name,school,subschool,spell_level,casting_time,range,area,effect,targets,duration,saving_throw,spell_resistance,sor,wiz,cleric,druid,ranger,bard,paladin,alchemist,summoner,witch,inquisitor,oracle,antipaladin,magus,adept,deity,acid,air,chaotic,cold,curse,darkness,death,disease,earth,electricity,emotion,evil,fear,fire,force,good,language_dependent,lawful,light,mind_affecting,pain,poison,shadow,sonic,water,bloodline,patron
636,Rune of Warding,abjuration,,sorcerer/wizard 3,1 hour,touch,,,doorway or portal touched,permanent until discharged,Reflex half,no (object) and yes (see text),3.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
637,Genius Avaricious,conjuration,creation,"cleric/oracle 6, sorcerer/wizard 6",10 minutes,touch,,a vestige of the archdevil Mammon imbues a coin with a negotiable degree of power,,instantaneous (see text),none,no,6.0,6.0,6.0,,,,,,,,,6.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
638,Protection from Energy,abjuration,,"cleric/oracle 3, druid 3, ranger 2, sorcerer/wizard 3, alchemist 3, summoner/unchained summoner 3, inquisitor 3, bloodrager 3, shaman 3, occultist 3, psychic 3, spiritualist 3",1 standard action,touch,,,creature touched,10 min./level or until discharged,Fortitude negates (harmless),yes (harmless),3.0,3.0,3.0,3.0,2.0,,,3.0,3.0,,3.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Destined (7), Elemental (7)",Endurance (6)
639,Retrieve Item,conjuration,calling,"bard 2, sorcerer/wizard 2",1 full round,long (400 ft. + 40 ft./level),,,an unattended object weighing 1 lb. or less whose longest dimension is 6 inches or less,permanent until discharged,none,no,2.0,2.0,,,,2.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
640,Spherescry,divination,scrying,sorcerer/wizard 3,1 hour,see text,,,,1 minute/level,none,no,3.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
641,Illusory Poison,illusion,phantasm,sorcerer/wizard 3,1 standard action,touch,,,weapon touched,1 minute/level or until discharged (see text),"Will disbelief, then Fortitude (see text)",yes,3.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
642,Arcane Reinforcement,transmutation,,sorcerer/wizard 3,1 round,personal,,,you,concentration (up to 8 hours),,,3.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
643,Canopic Conversion,necromancy,,"cleric/oracle 9, sorcerer/wizard 9",1 round,close (25 ft. + 5 ft./2 levels),,,one living humanoid,instantaneous and see text,Fortitude half,yes,9.0,9.0,9.0,,,,,,,,,9.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
644,Chastise,transmutation,,"bard 1, sorcerer/wizard 1",1 standard action,personal,,,you,1 minute/level,,,1.0,1.0,,,,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
645,Summon Elemental Steed,conjuration,summoning,druid 9,10 minutes,close (25 ft. + 5 ft./level),,one chariot,,10 minutes/level,none,no,,,,9.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
646,Hibernate,necromancy,,druid 1,1 standard action,touch,,,creature touched,1 minute/level,none,no,,,,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
647,Sotto Voce,necromancy,,"bard 1, cleric/oracle 0, sorcerer/wizard 0",1 standard action,close (25 ft. + 5 ft./level),,,one humanoid creature of 4 HD or less,1 round,Will negates,yes,0.0,0.0,0.0,,,1.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
648,Tomb Legion,necromancy,,"cleric/oracle 8, sorcerer/wizard 8",1 standard action,medium (100 ft. + 10 ft./level),,"Three or more advanced mummies, no two of which can be more than 30 ft. apart; see text",,7 days or 7 months ; see text,none,no,8.0,8.0,8.0,,,,,,,,,8.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
649,Tripvine,transmutation,,"bard 1, druid 1, sorcerer/wizard 1",1 standard action,touch,,,10-foot-long rope or vine,10 minutes/level,Reflex negates,no,1.0,1.0,,1.0,,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
650,Ape Walk,transmutation,,"druid 3, ranger 2, sorcerer/wizard 3",1 standard action,touch,,,creature touched,10 minutes/level,Will negates (harmless),yes,3.0,3.0,,3.0,2.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
651,Defoliate,necromancy,,"druid 2, ranger 1, sorcerer/wizard 2",1 standard action,close (25 ft. + 5 ft./2 levels),see text,,see text,instantaneous,none,yes,2.0,2.0,,2.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
652,Heatstroke,evocation,,"druid 3, sorcerer/wizard 3",1 standard action,close (25 ft. + 5 ft./2 levels),,ray,,1 minute/level,"Fortitude partial, see text",yes,3.0,3.0,,3.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
653,Swallow Your Fear,enchantment,,"bard 1, cleric/oracle 1",1 standard action,close (25 ft. + 5 ft./2 levels),,,"one creature plus one additional creature per four levels, no two of which can be more than 30 ft. apart",10 minutes; see text,Will negates (harmless),yes (harmless),,,1.0,,,1.0,,,,,,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
654,Blood Rage,enchantment,compulsion,"adept 3, bard 2, cleric/oracle 3, sorcerer/wizard 3",1 standard action,close (25 ft. + 5 ft./level),,,"one willing living creature per 2 levels, no two of which may be more than 30 ft. apart",1 round/level,Will negates (harmless),yes (harmless),3.0,3.0,3.0,,,2.0,,,,,,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
655,Shield the Banner,abjuration,,"adept 1, cleric/oracle 1",1 standard action,touch,,,standard touched,1 minute/level,Will negates,no,,,1.0,,,,,,,,,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
656,Vigor,transmutation,,"adept 0, cleric/oracle 0",1 standard action,touch,,,creature touched,1 minute or until discharged,Will negates (harmless),yes,,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
657,Absorbing Touch,transmutation,,alchemist 3,1 standard action,touch,,,object touched,1 day/level (D),Fortitude negates (object),no,,,,,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
658,Accelerate Poison,transmutation,,"druid 2, ranger 2, sorcerer/wizard 2, occultist 2",1 standard action,touch,,,creature touched,instantaneous,Fortitude negates,yes,2.0,2.0,,2.0,2.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,Plant (4)
659,Acid Pit,conjuration,creation,"sorcerer/wizard 4, summoner/unchained summoner 4",1 standard action,medium (100 ft. + 10 ft./level),,"10-ft.-by-10-ft. hole, 10 ft. deep/2 levels",,1 round + 1 round/level,Reflex negates; see text,no,4.0,4.0,,,,,,,4.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
660,Alchemical Allocation,transmutation,,alchemist 2,1 standard action,personal,,,you,1 round,,,,,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
661,Allfood,transmutation,,ranger 2,1 standard action,touch,,,"object touched, weighing up to 5 lbs./level",instantaneous,Will negates (object),yes (object),,,,,2.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
662,Alter Winds,transmutation,,"druid 1, sorcerer/wizard 1, occultist 1, spiritualist 1",1 minute,touch,immobile 10-ft.-radius emanation,,,1 hour/level,Will negates,yes,1.0,1.0,,1.0,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
663,Amplify Elixir,transmutation,,alchemist 3,1 standard action,personal,,,you,1 round/level,,,,,,,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
664,Ant Haul,transmutation,,"alchemist 1, cleric/oracle 1, druid 1, ranger 1, sorcerer/wizard 1, summoner/unchained summoner 1, occultist 1, psychic 1, medium 1",1 standard action,touch,,,creature touched,2 hours/level,Fortitude negates (harmless),yes (harmless),1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
665,Aqueous Orb,conjuration,creation,"druid 3, sorcerer/wizard 3, summoner/unchained summoner 3, magus 3, bloodrager 3",1 standard action,medium (100 ft. + 10 ft./level),,10-ft.-diameter sphere,,1 round/level,Reflex negates,no,3.0,3.0,,3.0,,,,,3.0,,,,,3.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Aquatic (7),
666,Arcane Concordance,evocation,,bard 3,1 standard action,personal,10-ft.-radius emanation centered on you,,you,1 round/level,none,no,,,,,,3.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
667,Arrow Eruption,conjuration,creation,"ranger 2, sorcerer/wizard 2",1 standard action,long (400 ft. + 40 ft./level),30-ft.-radius burst,,,instantaneous,none,yes,2.0,2.0,,,2.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
668,Aspect of the Bear,transmutation,polymorph,"druid 2, ranger 2",1 standard action,personal,,,you,1 minute/level,,,,,,2.0,2.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
669,Aspect of the Falcon,transmutation,polymorph,"druid 1, ranger 1",1 standard action,personal,,,you,1 minute/level,,,,,,1.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
670,Aspect of the Stag,transmutation,polymorph,"druid 4, ranger 3",1 standard action,personal,,,you,1 minute/level,,,,,,4.0,3.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
671,Aspect of the Wolf,transmutation,polymorph,"druid 5, ranger 4",1 standard action,personal,,,you,1 minute/level,,,,,,5.0,4.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Moon (10)
672,Aura of Greater Courage,abjuration,,paladin 2,1 standard action,personal,10-ft.-radius emanation centered on you,,,10/minutes per level,Will negates (harmless),yes (harmless),,,,,,,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
673,Ball Lightning,evocation,,"druid 4, sorcerer/wizard 4, magus 4, bloodrager 4, shaman 4, occultist 4",1 standard action,medium (100 ft. + 10 ft./level),,two or more 5-ft.-diameter spheres,,1 round/level,Reflex negates,yes,4.0,4.0,,4.0,,,,,,,,,,4.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
674,Banish Seeming,abjuration,,"inquisitor 3, witch 5, psychic 5",1 standard action,touch,,,one creature or object,instantaneous and 1 round/level; see text,none,no,,,,,,,,,,5.0,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
675,Bard's Escape,conjuration,teleportation,bard 5,1 standard action,medium (100 ft. + 10 ft./level),,,"you and up to 1 willing creature/2 caster levels, no two of which can be more than 30 ft. apart",instantaneous,none,no,,,,,,5.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
676,Beguiling Gift,enchantment,compulsion,"bard 1, witch 1, psychic 1, mesmerist 1",1 standard action,5 ft.,,,one creature,1 round,Will negates,yes,,,,,,1.0,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
677,Bestow Grace,abjuration,,paladin 2,1 standard action,touch,,,one good creature touched,1 minute/level,Will (harmless),yes (harmless),,,,,,,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
678,Blaze of Glory,conjuration,healing,paladin 4,1 standard action or immediate action; see text,,30-ft.-radius burst centered on you,,,instantaneous and 1 round/level; see text,Will partial,yes,,,,,,,4.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
679,Blessing Of Fervor,transmutation,,cleric/oracle 4,1 standard action,close (25 ft. + 5 ft./2 levels),,,"one creature/level, no two of which can be more than 30 ft. apart",1 round/level,Fortitude negates (harmless),yes (harmless),,,4.0,,,,,,,,,4.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Martyred (9),Ancestors (8)
680,Blessing of the Salamander,transmutation,polymorph,"druid 5, ranger 4",1 standard action,touch,,,creature touched,1 round/level,Fortitude negates (harmless),yes (harmless),,,,5.0,4.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
681,Blood Biography,divination,,"bard 2, cleric/oracle 3, inquisitor 3, sorcerer/wizard 3, bloodrager 3, occultist 2, psychic 3, medium 2",1 minute,touch,,,one creature's blood or one bloodstain,instantaneous,Will negates (see text),no,3.0,3.0,3.0,,,2.0,,,,,3.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Portents (6)
682,Bloodhound,transmutation,,"alchemist 3, inquisitor 2, ranger 2, occultist 3",1 standard action,personal,,,you,1 hour/level,,,,,,,2.0,,,3.0,,,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
683,Bloody Claws,necromancy,,"druid 4, ranger 3",1 standard action,touch,,,living creature touched,1 minute/level,Fortitude negates (harmless),yes (harmless),,,,4.0,3.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
684,Bomber's Eye,transmutation,,alchemist 1,1 standard action,personal,,,you,1 round/level,,,,,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
685,Borrow Fortune,evocation,,"oracle 3, psychic 3, medium 3",1 immediate action,personal,,,you,instantaneous; see text,,,,,,,,,,,,,,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
686,Borrow Skill,transmutation,,"bard 1, psychic 1, medium 1",1 standard action,touch,,,creature touched,up to 1 round/level (see description),Will negates (harmless),yes (harmless),,,,,,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
687,Bow Spirit,conjuration,creation,ranger 4,1 standard action,personal,,,you,1 round/level,,,,,,,4.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
688,Brand,transmutation,,inquisitor 0,1 standard action,touch,,,creature touched,1 day/level,Fortitude negates,yes,,,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
689,"Brand, Greater",transmutation,,inquisitor 4,1 round,touch,,,creature touched,permanent,Fortitude negates,yes,,,,,,,,,,,4.0,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
690,Break,transmutation,,"sorcerer/wizard 1, bloodrager 1, occultist 1, psychic 1",1 standard action,close (25 ft. + 5 ft./2 levels),,,one Medium or smaller object,instantaneous,Fortitude negates (object),yes (object),1.0,1.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
691,Brilliant Inspiration,evocation,,"bard 6, psychic 8",1 standard action,close (25 ft. + 5 ft./2 levels),,,one living creature,1 round/level and special (see below),Will negates (harmless),yes (harmless),,,,,,6.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
692,Bristle,transmutation,,druid 1,1 standard action,touch,,,one creature,1 minute/level,Fortitude negates (harmless),yes,,,,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
693,Burning Gaze,evocation,,"druid 2, sorcerer/wizard 2, witch 2, magus 2, bloodrager 2, shaman 2, occultist 2, mesmerist 2",1 standard action,personal,,,you,1 round/level,Fortitude negates (see text),yes,2.0,2.0,,2.0,,,,,,2.0,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Vengeance (4)
694,Burst Bonds,evocation,,inquisitor 1,1 standard action,touch,,,one object or creature restraining you,instantaneous,Fortitude half (object),yes,,,,,,,,,,,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
695,Cacophonous Call,enchantment,compulsion,bard 2,1 standard action,close (25 ft. + 5 ft./2 levels),,,one creature,1 round/level,Will negates,yes,,,,,,2.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
696,"Cacophonous Call, Mass",enchantment,compulsion,bard 5,1 standard action,close (25 ft. + 5 ft./2 levels),,,one creature/level (all of which must be within 30 feet),1 round/level,Will negates,yes,,,,,,5.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
697,Calcific Touch,transmutation,,"sorcerer/wizard 4, bloodrager 4, psychic 4",1 standard action,touch,,,creature or creatures touched (up to one per level),1 round/level,Fortitude partial,yes,4.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
698,Call Animal,enchantment,compulsion,"druid 1, ranger 1, mesmerist 1",1 standard action,see description,,one animal whose CR is equal or less than your caster level,,1 hour/level (D),none,none,,,,1.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
699,Campfire Wall,evocation,,"bard 3, druid 2, ranger 2, sorcerer/wizard 3, occultist 2",1 standard action,close (25 ft. + 5 ft./2 levels),,20-ft.-radius sphere centered on fire source,,2 hours/level; see below (D),none,yes,3.0,3.0,,2.0,2.0,3.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,
700,Cast Out,abjuration,,"inquisitor 3, psychic 4, medium 2",1 standard action,touch,,,creature touched,instantaneous,Will partial,yes,,,,,,,,,,,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
701,Castigate,enchantment,compulsion,"inquisitor 2, mesmerist 2",1 standard action,close (25 ft. + 5 ft./2 levels),,,one living creature,1 round/level or 1 round; see text,Will partial,yes,,,,,,,,,,,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
